1,number_of_cluster_containing_1
2,number_of_cluster_containing_1
3,number_of_cluster_containing_1
4,number_of_cluster_containing_1
5,number_of_cluster_containing_1
6,number_of_cluster_containing_2
7,number_of_cluster_containing_2
8,number_of_cluster_containing_2
9,number_of_cluster_containing_2
10,number_of_cluster_containing_2
11,number_of_cluster_containing_3
12,number_of_cluster_containing_3
13,number_of_cluster_containing_3
14,number_of_cluster_containing_3
15,number_of_cluster_containing_3
16,number_of_cluster_containing_4
17,number_of_cluster_containing_4
18,number_of_cluster_containing_4
19,number_of_cluster_containing_4
20,number_of_cluster_containing_4
21,number_of_cluster_containing_5
22,number_of_cluster_containing_5
23,number_of_cluster_containing_5
24,number_of_cluster_containing_5
25,number_of_cluster_containing_5
26,number_of_cluster_containing_6
27,number_of_cluster_containing_6
28,number_of_cluster_containing_6
29,number_of_cluster_containing_6
30,number_of_cluster_containing_6
31,number_of_cluster_containing_7
32,number_of_cluster_containing_7
33,number_of_cluster_containing_7
34,number_of_cluster_containing_7
35,number_of_cluster_containing_7
36,number_of_cluster_containing_8
37,number_of_cluster_containing_8
38,number_of_cluster_containing_8
39,number_of_cluster_containing_8
40,number_of_cluster_containing_8
41,number_of_cluster_containing_9
42,number_of_cluster_containing_9
43,number_of_cluster_containing_9
44,number_of_cluster_containing_9
45,number_of_cluster_containing_9
46,number_of_cluster_containing_10
47,number_of_cluster_containing_10
48,number_of_cluster_containing_10
49,number_of_cluster_containing_10
50,number_of_cluster_containing_10
51,number_of_cluster_containing_11
52,number_of_cluster_containing_11
53,number_of_cluster_containing_11
54,number_of_cluster_containing_11
55,number_of_cluster_containing_11
56,number_of_cluster_containing_12
57,number_of_cluster_containing_12
58,number_of_cluster_containing_12
59,number_of_cluster_containing_12
60,number_of_cluster_containing_12
61,number_of_cluster_containing_13
62,number_of_cluster_containing_13
63,number_of_cluster_containing_13
64,number_of_cluster_containing_13
65,number_of_cluster_containing_13
66,number_of_cluster_containing_14
67,number_of_cluster_containing_14
68,number_of_cluster_containing_14
69,number_of_cluster_containing_14
70,number_of_cluster_containing_14
71,number_of_cluster_containing_15
72,number_of_cluster_containing_15
73,number_of_cluster_containing_15
74,number_of_cluster_containing_15
75,number_of_cluster_containing_15
76,number_of_cluster_containing_16
77,number_of_cluster_containing_16
78,number_of_cluster_containing_16
79,number_of_cluster_containing_16
80,number_of_cluster_containing_16
81,number_of_cluster_containing_17
82,number_of_cluster_containing_17
83,number_of_cluster_containing_17
84,number_of_cluster_containing_17
85,number_of_cluster_containing_17
86,number_of_cluster_containing_18
87,number_of_cluster_containing_18
88,number_of_cluster_containing_18
89,number_of_cluster_containing_18
90,number_of_cluster_containing_18
91,number_of_cluster_containing_19
92,number_of_cluster_containing_19
93,number_of_cluster_containing_19
94,number_of_cluster_containing_19
95,number_of_cluster_containing_19
96,number_of_cluster_containing_20
97,number_of_cluster_containing_20
98,number_of_cluster_containing_20
99,number_of_cluster_containing_20
100,number_of_cluster_containing_20
101,number_of_cluster_containing_21
102,number_of_cluster_containing_21
103,number_of_cluster_containing_21
104,number_of_cluster_containing_21
105,number_of_cluster_containing_21
106,number_of_cluster_containing_22
107,number_of_cluster_containing_22
108,number_of_cluster_containing_22
109,number_of_cluster_containing_22
110,number_of_cluster_containing_22
111,number_of_cluster_containing_23
112,number_of_cluster_containing_23
113,number_of_cluster_containing_23
114,number_of_cluster_containing_23
115,number_of_cluster_containing_23
116,number_of_cluster_containing_24
117,number_of_cluster_containing_24
118,number_of_cluster_containing_24
119,number_of_cluster_containing_24
120,number_of_cluster_containing_24
121,number_of_cluster_containing_25
122,number_of_cluster_containing_25
123,number_of_cluster_containing_25
124,number_of_cluster_containing_25
125,number_of_cluster_containing_25
