1,number_of_cluster_containing_1
2,number_of_cluster_containing_2
3,number_of_cluster_containing_1
4,number_of_cluster_containing_3
5,number_of_cluster_containing_4
6,number_of_cluster_containing_5
7,number_of_cluster_containing_5
8,number_of_cluster_containing_2
9,number_of_cluster_containing_3
10,number_of_cluster_containing_5
11,number_of_cluster_containing_1
12,number_of_cluster_containing_4
13,number_of_cluster_containing_3
14,number_of_cluster_containing_5
15,number_of_cluster_containing_3
16,number_of_cluster_containing_4
17,number_of_cluster_containing_3
18,number_of_cluster_containing_2
19,number_of_cluster_containing_4
20,number_of_cluster_containing_2
21,number_of_cluster_containing_3
22,number_of_cluster_containing_4
23,number_of_cluster_containing_2
24,number_of_cluster_containing_4
25,number_of_cluster_containing_4
26,number_of_cluster_containing_2
27,number_of_cluster_containing_2
28,number_of_cluster_containing_2
29,number_of_cluster_containing_1
30,number_of_cluster_containing_4
31,number_of_cluster_containing_1
32,number_of_cluster_containing_2
33,number_of_cluster_containing_6
34,number_of_cluster_containing_3
35,number_of_cluster_containing_7
36,number_of_cluster_containing_4
37,number_of_cluster_containing_3
38,number_of_cluster_containing_3
39,number_of_cluster_containing_3
40,number_of_cluster_containing_5
41,number_of_cluster_containing_3
42,number_of_cluster_containing_5
43,number_of_cluster_containing_1
44,number_of_cluster_containing_7
45,number_of_cluster_containing_3
46,number_of_cluster_containing_4
47,number_of_cluster_containing_7
48,number_of_cluster_containing_1
49,number_of_cluster_containing_5
50,number_of_cluster_containing_7
51,number_of_cluster_containing_3
52,number_of_cluster_containing_4
53,number_of_cluster_containing_3
54,number_of_cluster_containing_7
55,number_of_cluster_containing_5
56,number_of_cluster_containing_4
57,number_of_cluster_containing_5
58,number_of_cluster_containing_5
59,number_of_cluster_containing_3
60,number_of_cluster_containing_3
61,number_of_cluster_containing_6
62,number_of_cluster_containing_7
