1,number_of_cluster_containing_1
2,number_of_cluster_containing_1
3,number_of_cluster_containing_1
4,number_of_cluster_containing_1
5,number_of_cluster_containing_1
6,number_of_cluster_containing_1
7,number_of_cluster_containing_1
8,number_of_cluster_containing_1
9,number_of_cluster_containing_1
10,number_of_cluster_containing_2
11,number_of_cluster_containing_2
12,number_of_cluster_containing_2
13,number_of_cluster_containing_2
14,number_of_cluster_containing_2
15,number_of_cluster_containing_2
16,number_of_cluster_containing_2
17,number_of_cluster_containing_2
18,number_of_cluster_containing_2
19,number_of_cluster_containing_3
20,number_of_cluster_containing_3
21,number_of_cluster_containing_3
22,number_of_cluster_containing_3
23,number_of_cluster_containing_3
24,number_of_cluster_containing_3
25,number_of_cluster_containing_3
26,number_of_cluster_containing_3
27,number_of_cluster_containing_3
28,number_of_cluster_containing_4
29,number_of_cluster_containing_4
30,number_of_cluster_containing_4
31,number_of_cluster_containing_4
32,number_of_cluster_containing_4
33,number_of_cluster_containing_4
34,number_of_cluster_containing_4
35,number_of_cluster_containing_4
36,number_of_cluster_containing_4
37,number_of_cluster_containing_5
38,number_of_cluster_containing_5
39,number_of_cluster_containing_5
40,number_of_cluster_containing_5
41,number_of_cluster_containing_5
42,number_of_cluster_containing_5
43,number_of_cluster_containing_5
44,number_of_cluster_containing_5
45,number_of_cluster_containing_5
46,number_of_cluster_containing_6
47,number_of_cluster_containing_6
48,number_of_cluster_containing_6
49,number_of_cluster_containing_6
50,number_of_cluster_containing_6
51,number_of_cluster_containing_6
52,number_of_cluster_containing_6
53,number_of_cluster_containing_6
54,number_of_cluster_containing_6
55,number_of_cluster_containing_7
56,number_of_cluster_containing_7
57,number_of_cluster_containing_7
58,number_of_cluster_containing_7
59,number_of_cluster_containing_7
60,number_of_cluster_containing_7
61,number_of_cluster_containing_7
62,number_of_cluster_containing_7
63,number_of_cluster_containing_7
64,number_of_cluster_containing_8
65,number_of_cluster_containing_8
66,number_of_cluster_containing_8
67,number_of_cluster_containing_8
68,number_of_cluster_containing_8
69,number_of_cluster_containing_8
70,number_of_cluster_containing_8
71,number_of_cluster_containing_8
72,number_of_cluster_containing_8
73,number_of_cluster_containing_9
74,number_of_cluster_containing_9
75,number_of_cluster_containing_9
76,number_of_cluster_containing_9
77,number_of_cluster_containing_9
78,number_of_cluster_containing_9
79,number_of_cluster_containing_9
80,number_of_cluster_containing_9
81,number_of_cluster_containing_9
